Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Dimensión número 2: Propósito o fin que las orientaciones persiguen	**Dimensión N.°2: Propósito o fin que las orientaciones persiguen**\n\nEsta dimensión considera dos criterios que responden a las preguntas ¿Qué queremos lograr con las orientaciones realizadas? ¿Qué procesos o análisis queremos promover en las comunidades educativas? Comprendemos que las comunidades educativas son agentes de cambio y protagonistas de su proceso de mejoramiento, por lo tanto, es clave que nuestras orientaciones tengan la capacidad de propiciar un enfoque integral y, a su vez, promover perspectivas de análisis integrado de datos, que contemplen tanto datos externos como internos.\n\n3. Orientaciones que propician un enfoque integral vinculando lo académico y lo socioemocional, respetando las particularidades de cada ámbito\n\nEste criterio se refiere a generar orientaciones sobre la base de un enfoque integral, vinculando lo académico y lo socioemocional. Esto exige abordar, entre otros, lo socioemocional en los procesos de aprendizaje y los procesos de aprendizaje en lo socioemocional. Finalmente, implica definir una estrategia global de orientaciones que intencione el uso integrado de la información que reportan los distintos dispositivos de evaluación de la Agencia, respetando las particularidades de cada ámbito del desarrollo.\n\nTodo lo anterior exige contar con orientaciones que propicien un enfoque integral lo que, a su vez, supone:\n\n*   Definir qué se entiende por educación integral y aprendizaje integral.\n*   Articular los conceptos de educación integral y aprendizaje integral con la política pública que emana desde el Mineduc, en particular con el Plan de Reactivación Educativa que impulsa el ministerio.\n*   Abordar los procesos de aprendizaje académico y socioemocional desde una perspectiva sistémica y holística, respetando las particularidades de cada ámbito.\n*   Promover un uso integrado en los establecimientos educativos de la información que entregan los distintos dispositivos de evaluación de la Agencia.\n*   Avanzar en la creación de instrumentos de evaluación y cuestionarios que permitan hacer análisis que integren lo académico y lo socioemocional, salvaguardando sus particularidades.\n*   Desarrollar y difundir estudios e investigaciones en ámbitos de competencia de la Agencia que presenten hallazgos de aspectos socioemocionales y académicos, considerándolos de manera integrada.\n\n4. Orientaciones que promueven perspectivas integradas de análisis para la toma de decisiones a partir de datos internos y externos a los establecimientos educativos, de carácter cuantitativo y cualitativo\n\nEste criterio se refiere a promover perspectivas integradas de análisis que consideren los datos sobre los establecimientos educativos generados tanto externamente por la Agencia (u otras instituciones del SAC) como los generados internamente por cada centro educativo, sean estos de carácter cuantitativo o cualitativo.\n\nPara cumplir con este criterio, al momento de elaborar orientaciones de la Agencia, se requiere tomar en consideración los distintos tipos de datos con que se cuenta internamente –y están disponibles externamente– sobre los establecimientos educativos, de manera que la información que se genera a partir de los dispositivos de evaluación del servicio puedan ser considerados en forma contextualizada a la situación de cada comunidad educativa.\n\nJunto con lo anterior, este criterio implica desarrollar las capacidades de observación y análisis en los equipos profesionales de la Agencia, perfeccionando habilidades para el análisis cuantitativo y cualitativo integrado de datos y propiciando un conocimiento actualizado de los tipos de datos con que cuentan los establecimientos educativos y las otras instituciones del SAC. Para apoyar este propósito, la Agencia ha dispuesto para el sistema educativo metodologías de uso de datos para el mejoramiento escolar, que pueden adaptarse a cada contexto y que promueven la instauración de una cultura de uso de datos y la toma de decisiones basada en evidencias.\n\nLo anterior implica que, al momento de evaluar y analizar a una determinada comunidad educativa, es necesario tomar en cuenta:\n\n*   La información sobre los establecimientos educacionales provista por organismos y/o entidades externas a la propia comunidad educativa.\n*   La información sobre los establecimientos educacionales producida y/o generada por los propios actores que conforman cada comunidad educativa.\n*   La información y evidencias generadas por los dispositivos de evaluación o autoevaluación que la Agencia desarrolla, aplica y/o pone a disposición de los establecimientos educacionales.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"que es la orientacion","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que es la orientacion","AutoSuggestedCount":2,"UserSuggestedCount":0}]}]	False	[]	83	Marco General
Dimensión N.° dos: Propósito o fin que las orientaciones persiguen	**Dimensión N.°2: Propósito o fin que las orientaciones persiguen**\n\nEsta dimensión considera dos criterios que responden a las preguntas ¿Qué queremos lograr con las orientaciones realizadas? ¿Qué procesos o análisis queremos promover en las comunidades educativas? Comprendemos que las comunidades educativas son agentes de cambio y protagonistas de su proceso de mejoramiento, por lo tanto, es clave que nuestras orientaciones tengan la capacidad de propiciar un enfoque integral y, a su vez, promover perspectivas de análisis integrado de datos, que contemplen tanto datos externos como internos.\n\n3. Orientaciones que propician un enfoque integral vinculando lo académico y lo socioemocional, respetando las particularidades de cada ámbito\n\nEste criterio se refiere a generar orientaciones sobre la base de un enfoque integral, vinculando lo académico y lo socioemocional. Esto exige abordar, entre otros, lo socioemocional en los procesos de aprendizaje y los procesos de aprendizaje en lo socioemocional. Finalmente, implica definir una estrategia global de orientaciones que intencione el uso integrado de la información que reportan los distintos dispositivos de evaluación de la Agencia, respetando las particularidades de cada ámbito del desarrollo.\n\nTodo lo anterior exige contar con orientaciones que propicien un enfoque integral lo que, a su vez, supone:\n\n*   Definir qué se entiende por educación integral y aprendizaje integral.\n*   Articular los conceptos de educación integral y aprendizaje integral con la política pública que emana desde el Mineduc, en particular con el Plan de Reactivación Educativa que impulsa el ministerio.\n*   Abordar los procesos de aprendizaje académico y socioemocional desde una perspectiva sistémica y holística, respetando las particularidades de cada ámbito.\n*   Promover un uso integrado en los establecimientos educativos de la información que entregan los distintos dispositivos de evaluación de la Agencia.\n*   Avanzar en la creación de instrumentos de evaluación y cuestionarios que permitan hacer análisis que integren lo académico y lo socioemocional, salvaguardando sus particularidades.\n*   Desarrollar y difundir estudios e investigaciones en ámbitos de competencia de la Agencia que presenten hallazgos de aspectos socioemocionales y académicos, considerándolos de manera integrada.\n\n4. Orientaciones que promueven perspectivas integradas de análisis para la toma de decisiones a partir de datos internos y externos a los establecimientos educativos, de carácter cuantitativo y cualitativo\n\nEste criterio se refiere a promover perspectivas integradas de análisis que consideren los datos sobre los establecimientos educativos generados tanto externamente por la Agencia (u otras instituciones del SAC) como los generados internamente por cada centro educativo, sean estos de carácter cuantitativo o cualitativo.\n\nPara cumplir con este criterio, al momento de elaborar orientaciones de la Agencia, se requiere tomar en consideración los distintos tipos de datos con que se cuenta internamente –y están disponibles externamente– sobre los establecimientos educativos, de manera que la información que se genera a partir de los dispositivos de evaluación del servicio puedan ser considerados en forma contextualizada a la situación de cada comunidad educativa.\n\nJunto con lo anterior, este criterio implica desarrollar las capacidades de observación y análisis en los equipos profesionales de la Agencia, perfeccionando habilidades para el análisis cuantitativo y cualitativo integrado de datos y propiciando un conocimiento actualizado de los tipos de datos con que cuentan los establecimientos educativos y las otras instituciones del SAC. Para apoyar este propósito, la Agencia ha dispuesto para el sistema educativo metodologías de uso de datos para el mejoramiento escolar, que pueden adaptarse a cada contexto y que promueven la instauración de una cultura de uso de datos y la toma de decisiones basada en evidencias.\n\nLo anterior implica que, al momento de evaluar y analizar a una determinada comunidad educativa, es necesario tomar en cuenta:\n\n*   La información sobre los establecimientos educacionales provista por organismos y/o entidades externas a la propia comunidad educativa.\n*   La información sobre los establecimientos educacionales producida y/o generada por los propios actores que conforman cada comunidad educativa.\n*   La información y evidencias generadas por los dispositivos de evaluación o autoevaluación que la Agencia desarrolla, aplica y/o pone a disposición de los establecimientos educacionales.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"que es la orientacion","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que es la orientacion","AutoSuggestedCount":2,"UserSuggestedCount":0}]}]	False	[]	83	Marco General
Dimensión N.°3: Características de las orientaciones	**Dimensión N.°3: Características de las orientaciones**\n\nA las dimensiones anteriores, se suma una tercera que da cuenta cómo son las orientaciones que realizamos, qué características deben tener para responder a los objetivos propuestos. Aquí se plantean cuatro criterios: en primer lugar, las orientaciones deben estar articuladas y ser pertinentes y coherentes; en segundo lugar, deben basarse en evidencia empírica y teórica; en tercer lugar, deben poner foco en acciones de mejoramiento concretas y medibles; y en cuarto y último lugar, deben ser coherentes y complementarias a las realizadas por otras instituciones del SAC.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"cuales son los objetivos de la orientacion","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"cuales son los objetivos de la orientacion","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":86,"Qna":null,"DisplayText":"5. Las orientaciones son articuladas, pertinentes y coherentes"},{"DisplayOrder":1,"QnaId":87,"Qna":null,"DisplayText":"6. Las orientaciones están basadas en evidencia empírica y teórica"},{"DisplayOrder":2,"QnaId":88,"Qna":null,"DisplayText":"7. Las orientaciones tienen foco en acciones de mejora concretas y medibles"},{"DisplayOrder":3,"QnaId":89,"Qna":null,"DisplayText":"8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC"}]	85	Marco General
Dimensión número tres: Características de las orientaciones	**Dimensión N.°3: Características de las orientaciones**\n\nA las dimensiones anteriores, se suma una tercera que da cuenta cómo son las orientaciones que realizamos, qué características deben tener para responder a los objetivos propuestos. Aquí se plantean cuatro criterios: en primer lugar, las orientaciones deben estar articuladas y ser pertinentes y coherentes; en segundo lugar, deben basarse en evidencia empírica y teórica; en tercer lugar, deben poner foco en acciones de mejoramiento concretas y medibles; y en cuarto y último lugar, deben ser coherentes y complementarias a las realizadas por otras instituciones del SAC.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"cuales son los objetivos de la orientacion","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"cuales son los objetivos de la orientacion","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":86,"Qna":null,"DisplayText":"5. Las orientaciones son articuladas, pertinentes y coherentes"},{"DisplayOrder":1,"QnaId":87,"Qna":null,"DisplayText":"6. Las orientaciones están basadas en evidencia empírica y teórica"},{"DisplayOrder":2,"QnaId":88,"Qna":null,"DisplayText":"7. Las orientaciones tienen foco en acciones de mejora concretas y medibles"},{"DisplayOrder":3,"QnaId":89,"Qna":null,"DisplayText":"8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC"}]	85	Marco General
Dimensión número 3: Características de las orientaciones	**Dimensión N.°3: Características de las orientaciones**\n\nA las dimensiones anteriores, se suma una tercera que da cuenta cómo son las orientaciones que realizamos, qué características deben tener para responder a los objetivos propuestos. Aquí se plantean cuatro criterios: en primer lugar, las orientaciones deben estar articuladas y ser pertinentes y coherentes; en segundo lugar, deben basarse en evidencia empírica y teórica; en tercer lugar, deben poner foco en acciones de mejoramiento concretas y medibles; y en cuarto y último lugar, deben ser coherentes y complementarias a las realizadas por otras instituciones del SAC.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"cuales son los objetivos de la orientacion","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"cuales son los objetivos de la orientacion","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":86,"Qna":null,"DisplayText":"5. Las orientaciones son articuladas, pertinentes y coherentes"},{"DisplayOrder":1,"QnaId":87,"Qna":null,"DisplayText":"6. Las orientaciones están basadas en evidencia empírica y teórica"},{"DisplayOrder":2,"QnaId":88,"Qna":null,"DisplayText":"7. Las orientaciones tienen foco en acciones de mejora concretas y medibles"},{"DisplayOrder":3,"QnaId":89,"Qna":null,"DisplayText":"8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC"}]	85	Marco General
Dimensión N.° tres: Características de las orientaciones	**Dimensión N.°3: Características de las orientaciones**\n\nA las dimensiones anteriores, se suma una tercera que da cuenta cómo son las orientaciones que realizamos, qué características deben tener para responder a los objetivos propuestos. Aquí se plantean cuatro criterios: en primer lugar, las orientaciones deben estar articuladas y ser pertinentes y coherentes; en segundo lugar, deben basarse en evidencia empírica y teórica; en tercer lugar, deben poner foco en acciones de mejoramiento concretas y medibles; y en cuarto y último lugar, deben ser coherentes y complementarias a las realizadas por otras instituciones del SAC.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"cuales son los objetivos de la orientacion","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"cuales son los objetivos de la orientacion","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Qué es la orientación?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué es la orientación?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[{"DisplayOrder":0,"QnaId":86,"Qna":null,"DisplayText":"5. Las orientaciones son articuladas, pertinentes y coherentes"},{"DisplayOrder":1,"QnaId":87,"Qna":null,"DisplayText":"6. Las orientaciones están basadas en evidencia empírica y teórica"},{"DisplayOrder":2,"QnaId":88,"Qna":null,"DisplayText":"7. Las orientaciones tienen foco en acciones de mejora concretas y medibles"},{"DisplayOrder":3,"QnaId":89,"Qna":null,"DisplayText":"8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC"}]	85	Marco General
5. Las orientaciones son articuladas, pertinentes y coherentes	**5. Las orientaciones son articuladas, pertinentes y coherentes**\n\nEste criterio para elaborar un marco general común para el desarrollo de orientaciones por parte de la ACE, se refiere a desarrollar orientaciones articuladas, pertinentes y coherentes.\n\nEn primer lugar, la articulación apunta a la organización y estructuración conjunta de las orientaciones que surgen de los marcos evaluativos de los distintos dispositivos de evaluación de la Agencia y los resultados que arrojan. Se espera que una estrategia global de orientación entregue algunos lineamientos para realizar esa articulación, lo que en términos prácticos implica redefinir la forma en que los distintos equipos de trabajo se relacionan unos con otros, así como la forma en que colaboran entre sí al momento de desarrollar los dispositivos de orientación que producen.\n\nEn segundo lugar, la pertinencia apunta, por una parte, a que las orientaciones consideren y atiendan a las necesidades, la identidad y cultura de los territorios, los establecimientos educacionales (salas cunas y jardines infantiles, escuelas y liceos) y sus actores educativos. Por otra parte, apunta a que las orientaciones sean valiosas y relevantes, y que impacten efectivamente en los procesos de mejoramiento de los establecimientos educativos. Esto es, que su efecto o impacto (percibido o medido) pueda ser verificado de alguna manera a través de mecanismos de recogida y análisis de información y/o a través de conversaciones técnicas con los actores educativos.\n\nEn tercer y último lugar, la coherencia apunta al empalme y sintonía de las orientaciones con la política educativa del Ministerio de Educación, actualmente encarnada en el Plan de Reactivación Educativa que impulsa el ministerio. También apunta a la construcción de un metarrelato común a nivel de la Agencia, que esté contenido en la estrategia de orientación del servicio y que se comunique a los establecimientos educativos y al sistema educacional.\n\nTodo lo anterior implica:\n\n*   Hacer un mapeo de las distintas orientaciones/ evaluaciones/ informaciones que se generan desde las distintas Divisiones y/o Macrozonas de la Agencia, articulando el quehacer de los distintos equipos en lo que sea necesario e integrando de mejor manera el trabajo de orientación realizado a través de propósitos y objetivos comunes.\n*   Establecer coordinaciones internas sistemáticas entre los distintos equipos que elaboran orientaciones en la Agencia, de manera de llegar a los diversos centros educativos con orientaciones más integradas, coherentes y pertinentes.\n*   Establecer instancias de monitoreo, seguimiento y evaluación sobre las sus expectativas de los actores educativos respecto a las orientaciones de la Agencia, y sobre cómo las interpretan y usan. A su vez, crear mecanismos de levantamiento de información sobre las necesidades que tienen los actores educativos vinculados a las evaluaciones que realiza el servicio. Esto supone diseñar e implementar un conjunto de estrategias de indagación y/o investigación de estas temáticas desde la Agencia.\n*   Construir un metarrelato a nivel de la Agencia que permita comunicarse de manera coherente con los establecimientos educativos y el sistema educacional.	Marco General Común Orientaciones_ACE_Sept_2023.pdf		[]	False	[]	86	Marco General
6. Las orientaciones están basadas en evidencia empírica y teórica	**6. Las orientaciones están basadas en evidencia empírica y teórica**\n\nEste criterio supone que las orientaciones generadas desde la Agencia deben fundarse en evidencia empírica y en teoría aplicada validada desde la generación de conocimiento desarrollado internamente, generado a su vez desde la investigación académica. Esto, en concordancia al enfoque o paradigma definido por la Agencia, a la base de un enfoque de mejoramiento educativo y trayectorias de mejoramiento.\n\nLo anterior implica:\n\n*   Articular las orientaciones que se generan desde la Agencia con la evidencia que produce la propia Agencia y la academia en el ámbito educativo.\n*   Generar alianzas externas entre la Agencia y otras instituciones para dotar a las orientaciones de evidencia y teoría aplicada.\n*   Identificar prácticas en los centros educacionales, sostenedores(as), Servicios Locales de Educación Pública (SLEP) que contribuyen al mejoramiento educativo y que pueden servir de insumo para la elaboración de orientaciones desde la Agencia.\n*   Generar una línea de trabajo que evalúe los usos, valoraciones, efectos y/o impactos que los dispositivos de evaluación que desarrolla e implementa la Agencia producen en el sistema educativo y en los establecimientos educacionales. Esto incluye estudiar la usabilidad y valoraciones que tienen los actores educativos de los dispositivos de orientación que elabora y difunde la Agencia.	Marco General Común Orientaciones_ACE_Sept_2023.pdf		[]	False	[]	87	Marco General
7. Las orientaciones tienen foco en acciones de mejora concretas y medibles	**7. Las orientaciones tienen foco en acciones de mejora concretas y medibles**\n\nEste criterio se refiere a generar orientaciones que propongan acciones de mejora concretas y medibles. Esto supone crear orientaciones específicas que propongan rutas de mejoramiento educativo contextualizadas a los establecimientos educativos a los que van dirigidas, a partir de las problemáticas y/o desafíos identificados en la evaluación. Además, implica orientar a los establecimientos para que puedan definir, por una parte, metas a alcanzar en función de sus desafíos concretos de mejora, y por otra, indicadores que permitan hacer seguimiento y evaluar las metas planteadas.\n\nLo anterior requiere que las orientaciones cuenten con:\n\n*   Sugerencias y/o recomendaciones específicas con foco en ámbitos de mejoramiento que son identificados como más relevantes o urgentes de abordar.\n*   Sugerencias y/o recomendaciones específicas con foco en acciones concretas de mejoramiento asociadas a usos y prácticas educativas.\n*   Sugerencias para que los establecimientos puedan definir metas e indicadores de logro operacionalizados, que permitan medir los avances de una recomendación cuando se implementa en un centro educativo.	Marco General Común Orientaciones_ACE_Sept_2023.pdf		[]	False	[]	88	Marco General
8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC	**8. Las orientaciones son coherentes y complementarias a las realizadas por otras instituciones del SAC**\n\nEste criterio se refiere a generar orientaciones coherentes y complementarias a las realizadas por otras instituciones SAC. Esto implica que las orientaciones elaboradas por la Agencia deben conformar un todo integrado con las orientaciones educativas que se generan en otras instituciones educativas: Ministerio de Educación, Superintendencia de Educación, Dirección de Educación Pública, entre otras.  De este modo, las orientaciones dispuestas no deben ser contrarias, ni repetir otras orientaciones, más bien complementarse entre sí en el contexto de un sistema de aseguramiento de la calidad en proceso de transformación.\n\nLo anterior requiere:\n\n*   Conocer desde la Agencia los lineamientos emanados desde el Ministerio de Educación en tanto órgano rector del SAC.\n*   Conocer y comprender desde la Agencia los enfoques, focos y criterios que poseen las otras instituciones del SAC y propiciar la construcción de un marco general común.\n*   Establecer coordinaciones desde la Agencia con el Ministerio de Educación y otras instituciones del SAC, para que la entrega de orientaciones a los establecimientos, y al sistema educativo en general, sea más coherente, pertinente y oportuna, evitando la sobrecarga de información a los centros educativos.\n*   Colaborar en la construcción de un sistema de apoyo, orientación y acompañamiento a los establecimientos educativos del país desde las instituciones del SAC.	Marco General Común Orientaciones_ACE_Sept_2023.pdf		[]	False	[]	89	Marco General
Dimensión N.°4: Orientaciones diferenciadas según actores/usuarios(as) y niveles	**Dimensión N.°4: Orientaciones diferenciadas según actores/usuarios(as) y niveles**\n\nFinalmente, es importante que nuestras orientaciones consideren dos elementos adicionales:  la diversidad de actores y los niveles educativos a los que pueden ir dirigidas. Estos elementos influencian el tipo de contenido, el mensaje, las características del o los recursos que se ponen a disposición, la forma de difusión que debiese implementarse al comunicar dichos recursos, entre otros.\n\n9. Las orientaciones son diferenciadas según el actor o usuario(a) al que van dirigidas considerando su perfil, características, contexto en que se desenvuelve y ámbito de responsabilidades e injerencia\n\nEste criterio se refiere a generar orientaciones con foco en distintos usuarios y usuarias, es decir, en los distintos actores de las comunidades educativas y del sistema educacional. Esto exige reconocer a los múltiples actores que utilizan las orientaciones de la Agencia identificando sus roles y funciones, su perfil, características y contexto en que se desenvuelven, y especificando las orientaciones de acuerdo a eso.\n\nPara contar con orientaciones que se dirigen a distintos actores/usuarios(as) se debería:\n\n*   Especificar en cada dispositivo de orientación hacia cuáles actores y/o usuarios(as) va dirigido.\n*   Actualizar la caracterización de cada uno de los actores y/o usuarios(as) que son foco del trabajo de orientación de la Agencia, identificando no solo las especificidades de cada actor, sino que también sus distintos perfiles, características y contextos específicos donde se desenvuelve, así como su ámbito de responsabilidades e injerencia.\n*   Evaluar si las orientaciones elaboradas y difundidas llegan y son utilizadas pertinentemente por las y los distintos usuarios a quienes se pretende llegar en función de sus roles, funciones, responsabilidades y/o tareas. Esto supone fortalecer desde la Agencia los mecanismos de seguimiento, monitoreo y retroalimentación del uso que se hace de las orientaciones por parte de los diferentes actores educativos que trabajan a distintos niveles del sistema educacional.\n\n10. Las orientaciones responden a las particularidades del nivel educativo al que se dirigen: educación parvularia, enseñanza básica o enseñanza media\n\nEl último criterio se refiere a desarrollar orientaciones que consideren las especificidades de los distintos niveles educativos desde la educación parvularia, básica hasta la enseñanza media en sus modalidades Científico Humanista y Técnico Profesional y en la modalidad de educación de adultos.\n\nEste criterio implica orientar desde los dispositivos generados para cada uno de los niveles en coherencia con los marcos que los fundamentan. Para ello resulta clave distinguir las particularidades inherentes a cada nivel de aquellas compartidas, de modo de abordar focos y temáticas relevantes y pertinentes para cada centro educativo en consideración al o los niveles que posee.\n\nPor otra parte, también requiere ajustar los mensajes, en términos del lenguaje utilizado según los actores a los que se dirige, y las dinámicas o formas de trabajo existentes al interior de cada comunidad educativa y con su entidad sostenedora, que les son propias a cada uno de los niveles educativos.\n\nFinalmente, considera un proceso de formación y apropiación al interior de la Agencia que permita que las recomendaciones que se produzcan den cuenta del manejo de los referentes educativos de cada nivel.\n\nLo anterior implica para las y los funcionarios de la Agencia:\n\n*   Conocer y manejar las Bases Curriculares y los principios que las rigen en cada nivel.\n*   Conocer y manejar el Marcos para la Buena Enseñanza y el Buen Liderazgo correspondientes y los Estándares Indicativos de Desempeño de cada nivel.\n*   Conocer y manejar los aspectos administrativos y las características de las entidades sostenedoras que existen en cada nivel.\n*   Considerar los conocimientos anteriores al momento de elaborar, difundir y comunicar las orientaciones que se formulan.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"orientacion","TotalAutoSuggestedCount":3,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"orientacion","AutoSuggestedCount":3,"UserSuggestedCount":0}]}]	False	[]	90	Marco General
Dimensión número cuatro: Orientaciones diferenciadas según actores/usuarios(as) y niveles	**Dimensión N.°4: Orientaciones diferenciadas según actores/usuarios(as) y niveles**\n\nFinalmente, es importante que nuestras orientaciones consideren dos elementos adicionales:  la diversidad de actores y los niveles educativos a los que pueden ir dirigidas. Estos elementos influencian el tipo de contenido, el mensaje, las características del o los recursos que se ponen a disposición, la forma de difusión que debiese implementarse al comunicar dichos recursos, entre otros.\n\n9. Las orientaciones son diferenciadas según el actor o usuario(a) al que van dirigidas considerando su perfil, características, contexto en que se desenvuelve y ámbito de responsabilidades e injerencia\n\nEste criterio se refiere a generar orientaciones con foco en distintos usuarios y usuarias, es decir, en los distintos actores de las comunidades educativas y del sistema educacional. Esto exige reconocer a los múltiples actores que utilizan las orientaciones de la Agencia identificando sus roles y funciones, su perfil, características y contexto en que se desenvuelven, y especificando las orientaciones de acuerdo a eso.\n\nPara contar con orientaciones que se dirigen a distintos actores/usuarios(as) se debería:\n\n*   Especificar en cada dispositivo de orientación hacia cuáles actores y/o usuarios(as) va dirigido.\n*   Actualizar la caracterización de cada uno de los actores y/o usuarios(as) que son foco del trabajo de orientación de la Agencia, identificando no solo las especificidades de cada actor, sino que también sus distintos perfiles, características y contextos específicos donde se desenvuelve, así como su ámbito de responsabilidades e injerencia.\n*   Evaluar si las orientaciones elaboradas y difundidas llegan y son utilizadas pertinentemente por las y los distintos usuarios a quienes se pretende llegar en función de sus roles, funciones, responsabilidades y/o tareas. Esto supone fortalecer desde la Agencia los mecanismos de seguimiento, monitoreo y retroalimentación del uso que se hace de las orientaciones por parte de los diferentes actores educativos que trabajan a distintos niveles del sistema educacional.\n\n10. Las orientaciones responden a las particularidades del nivel educativo al que se dirigen: educación parvularia, enseñanza básica o enseñanza media\n\nEl último criterio se refiere a desarrollar orientaciones que consideren las especificidades de los distintos niveles educativos desde la educación parvularia, básica hasta la enseñanza media en sus modalidades Científico Humanista y Técnico Profesional y en la modalidad de educación de adultos.\n\nEste criterio implica orientar desde los dispositivos generados para cada uno de los niveles en coherencia con los marcos que los fundamentan. Para ello resulta clave distinguir las particularidades inherentes a cada nivel de aquellas compartidas, de modo de abordar focos y temáticas relevantes y pertinentes para cada centro educativo en consideración al o los niveles que posee.\n\nPor otra parte, también requiere ajustar los mensajes, en términos del lenguaje utilizado según los actores a los que se dirige, y las dinámicas o formas de trabajo existentes al interior de cada comunidad educativa y con su entidad sostenedora, que les son propias a cada uno de los niveles educativos.\n\nFinalmente, considera un proceso de formación y apropiación al interior de la Agencia que permita que las recomendaciones que se produzcan den cuenta del manejo de los referentes educativos de cada nivel.\n\nLo anterior implica para las y los funcionarios de la Agencia:\n\n*   Conocer y manejar las Bases Curriculares y los principios que las rigen en cada nivel.\n*   Conocer y manejar el Marcos para la Buena Enseñanza y el Buen Liderazgo correspondientes y los Estándares Indicativos de Desempeño de cada nivel.\n*   Conocer y manejar los aspectos administrativos y las características de las entidades sostenedoras que existen en cada nivel.\n*   Considerar los conocimientos anteriores al momento de elaborar, difundir y comunicar las orientaciones que se formulan.	Marco General Común Orientaciones_ACE_Sept_2023.pdf	system_metadata_qna_edited_manually:true	[{"ClusterHead":"orientacion","TotalAutoSuggestedCount":3,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"orientacion","AutoSuggestedCount":3,"UserSuggestedCount":0}]}]	False	[]	90	Marco General
